ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
BP	GO:0071214	cellular response to abiotic stimulus	303	0.304548183667927	1.39329176119514	0.00196501485971535	0.0959869539368556	0.0959869539368556	11630	tags=30%, list=27%, signal=22%	ENSG00000168447/ENSG00000136997/ENSG00000240583/ENSG00000104689/ENSG00000122375/ENSG00000101916/ENSG00000088836/ENSG00000171522/ENSG00000060138/ENSG00000137757/ENSG00000172936/ENSG00000261371/ENSG00000064666/ENSG00000115468/ENSG00000124762/ENSG00000138685/ENSG00000177464/ENSG00000163565/ENSG00000259207/ENSG00000151164/ENSG00000105695/ENSG00000154864/ENSG00000067182/ENSG00000149968/ENSG00000122986/ENSG00000111199/ENSG00000137752/ENSG00000141510/ENSG00000114124/ENSG00000104856/ENSG00000002330/ENSG00000027644/ENSG00000107485/ENSG00000166482/ENSG00000125538/ENSG00000109846/ENSG00000130427/ENSG00000171017/ENSG00000126767/ENSG00000213445/ENSG00000101890/ENSG00000102265/ENSG00000116717/ENSG00000277481/ENSG00000030110/ENSG00000111319/ENSG00000123700/ENSG00000026103/ENSG00000134574/ENSG00000143751/ENSG00000164171/ENSG00000117394/ENSG00000168040/ENSG00000134294/ENSG00000162711/ENSG00000109458/ENSG00000104332/ENSG00000137693/ENSG00000120889/ENSG00000185650/ENSG00000165392/ENSG00000091436/ENSG00000126804/ENSG00000110108/ENSG00000147133/ENSG00000169194/ENSG00000108821/ENSG00000197299/ENSG00000132518/ENSG00000169967/ENSG00000103335/ENSG00000196664/ENSG00000169372/ENSG00000136936/ENSG00000165819/ENSG00000134160/ENSG00000128272/ENSG00000006062/ENSG00000261832/ENSG00000143919/ENSG00000077514/ENSG00000069869/ENSG00000132646/ENSG00000084093/ENSG00000100985/ENSG00000181163/ENSG00000161970/ENSG00000138376/ENSG00000145423/ENSG00000109320/ENSG00000130561/ENSG00000188603	0.431707695803346
BP	GO:0104004	cellular response to environmental stimulus	303	0.304548183667927	1.39329176119514	0.00196501485971535	0.0959869539368556	0.0959869539368556	11630	tags=30%, list=27%, signal=22%	ENSG00000168447/ENSG00000136997/ENSG00000240583/ENSG00000104689/ENSG00000122375/ENSG00000101916/ENSG00000088836/ENSG00000171522/ENSG00000060138/ENSG00000137757/ENSG00000172936/ENSG00000261371/ENSG00000064666/ENSG00000115468/ENSG00000124762/ENSG00000138685/ENSG00000177464/ENSG00000163565/ENSG00000259207/ENSG00000151164/ENSG00000105695/ENSG00000154864/ENSG00000067182/ENSG00000149968/ENSG00000122986/ENSG00000111199/ENSG00000137752/ENSG00000141510/ENSG00000114124/ENSG00000104856/ENSG00000002330/ENSG00000027644/ENSG00000107485/ENSG00000166482/ENSG00000125538/ENSG00000109846/ENSG00000130427/ENSG00000171017/ENSG00000126767/ENSG00000213445/ENSG00000101890/ENSG00000102265/ENSG00000116717/ENSG00000277481/ENSG00000030110/ENSG00000111319/ENSG00000123700/ENSG00000026103/ENSG00000134574/ENSG00000143751/ENSG00000164171/ENSG00000117394/ENSG00000168040/ENSG00000134294/ENSG00000162711/ENSG00000109458/ENSG00000104332/ENSG00000137693/ENSG00000120889/ENSG00000185650/ENSG00000165392/ENSG00000091436/ENSG00000126804/ENSG00000110108/ENSG00000147133/ENSG00000169194/ENSG00000108821/ENSG00000197299/ENSG00000132518/ENSG00000169967/ENSG00000103335/ENSG00000196664/ENSG00000169372/ENSG00000136936/ENSG00000165819/ENSG00000134160/ENSG00000128272/ENSG00000006062/ENSG00000261832/ENSG00000143919/ENSG00000077514/ENSG00000069869/ENSG00000132646/ENSG00000084093/ENSG00000100985/ENSG00000181163/ENSG00000161970/ENSG00000138376/ENSG00000145423/ENSG00000109320/ENSG00000130561/ENSG00000188603	0.431707695803346
BP	GO:0042743	hydrogen peroxide metabolic process	42	0.413159659452451	1.39124015719142	0.041697050568704	0.460708284921143	0.460708284921143	13124	tags=40%, list=30%, signal=28%	ENSG00000128340/ENSG00000140254/ENSG00000122386/ENSG00000140279/ENSG00000069535/ENSG00000188536/ENSG00000257017/ENSG00000168610/ENSG00000137857/ENSG00000010810/ENSG00000233276/ENSG00000117450/ENSG00000167419/ENSG00000140274/ENSG00000117592/ENSG00000005381/ENSG00000156968	0.321775918075361
BP	GO:0050795	regulation of behavior	82	-0.367212669856043	-1.39084995076686	0.0325021218451383	0.397496667309575	0.397496667309575	6457	tags=20%, list=15%, signal=17%	ENSG00000124089/ENSG00000054277/ENSG00000177301/ENSG00000119508/ENSG00000104918/ENSG00000126010/ENSG00000164326/ENSG00000163794/ENSG00000106128/ENSG00000185149/ENSG00000128285/ENSG00000189056/ENSG00000187258/ENSG00000115138/ENSG00000137252/ENSG00000147571	0.321775918075361
CC	GO:0030669	clathrin-coated endocytic vesicle membrane	71	0.37119895513499	1.38935407574346	0.0405659164134956	0.451796133069238	0.451796133069238	10069	tags=39%, list=23%, signal=30%	ENSG00000150337/ENSG00000179344/ENSG00000118640/ENSG00000157978/ENSG00000091513/ENSG00000116031/ENSG00000081479/ENSG00000204287/ENSG00000130164/ENSG00000010278/ENSG00000243244/ENSG00000019582/ENSG00000163251/ENSG00000169252/ENSG00000198502/ENSG00000232629/ENSG00000223865/ENSG00000001626/ENSG00000163235/ENSG00000084674/ENSG00000138798/ENSG00000231389/ENSG00000196126/ENSG00000196735/ENSG00000049245/ENSG00000169071/ENSG00000174804/ENSG00000109321	0.321775918075361
BP	GO:0007044	cell-substrate junction assembly	91	0.349610755787754	1.3866105073173	0.0401918620148227	0.448827036644137	0.448827036644137	16267	tags=48%, list=37%, signal=30%	ENSG00000132470/ENSG00000189058/ENSG00000197747/ENSG00000157227/ENSG00000124145/ENSG00000047648/ENSG00000168309/ENSG00000110900/ENSG00000065618/ENSG00000128052/ENSG00000091409/ENSG00000164171/ENSG00000070759/ENSG00000119185/ENSG00000104332/ENSG00000137076/ENSG00000115414/ENSG00000137801/ENSG00000135862/ENSG00000067900/ENSG00000087077/ENSG00000034971/ENSG00000151914/ENSG00000127603/ENSG00000097007/ENSG00000156232/ENSG00000136114/ENSG00000073712/ENSG00000144824/ENSG00000071054/ENSG00000173156/ENSG00000099250/ENSG00000035403/ENSG00000173517/ENSG00000172757/ENSG00000072110/ENSG00000169398/ENSG00000166923/ENSG00000046653/ENSG00000179051/ENSG00000164741/ENSG00000143398/ENSG00000067560/ENSG00000178209	0.321775918075361
CC	GO:0044306	neuron projection terminus	128	-0.33930914682885	-1.38657132692105	0.0183910856780752	0.300619845950206	0.300619845950206	17168	tags=58%, list=39%, signal=35%	ENSG00000101188/ENSG00000164061/ENSG00000144290/ENSG00000158109/ENSG00000151532/ENSG00000149295/ENSG00000109572/ENSG00000125354/ENSG00000102081/ENSG00000109255/ENSG00000167654/ENSG00000159720/ENSG00000074317/ENSG00000168539/ENSG00000150594/ENSG00000042781/ENSG00000145335/ENSG00000124507/ENSG00000188906/ENSG00000176884/ENSG00000070729/ENSG00000137766/ENSG00000105402/ENSG00000220205/ENSG00000181195/ENSG00000167371/ENSG00000120053/ENSG00000005379/ENSG00000132535/ENSG00000125848/ENSG00000187714/ENSG00000172137/ENSG00000160014/ENSG00000129159/ENSG00000171867/ENSG00000118160/ENSG00000115977/ENSG00000163873/ENSG00000184009/ENSG00000166501/ENSG00000050438/ENSG00000126583/ENSG00000189195/ENSG00000125814/ENSG00000183023/ENSG00000116329/ENSG00000198668/ENSG00000165646/ENSG00000102003/ENSG00000116106/ENSG00000150394/ENSG00000067715/ENSG00000168993/ENSG00000159082/ENSG00000054356/ENSG00000101438/ENSG00000130477/ENSG00000166569/ENSG00000131398/ENSG00000146242/ENSG00000177301/ENSG00000111262/ENSG00000133636/ENSG00000104327/ENSG00000164588/ENSG00000100678/ENSG00000166006/ENSG00000196549/ENSG00000128683/ENSG00000145708/ENSG00000036565/ENSG00000163794/ENSG00000225968/ENSG00000126500	0.352487857583619
BP	GO:0044409	symbiont entry into host	131	0.33472205713893	1.38591775097157	0.0122630905079857	0.252299495106416	0.252299495106416	10447	tags=29%, list=24%, signal=22%	ENSG00000184012/ENSG00000114013/ENSG00000219200/ENSG00000203710/ENSG00000160791/ENSG00000105281/ENSG00000161638/ENSG00000090339/ENSG00000118640/ENSG00000213937/ENSG00000259207/ENSG00000205420/ENSG00000117322/ENSG00000130164/ENSG00000088827/ENSG00000196352/ENSG00000090659/ENSG00000204655/ENSG00000168961/ENSG00000169429/ENSG00000154165/ENSG00000141458/ENSG00000204388/ENSG00000204389/ENSG00000150093/ENSG00000164171/ENSG00000132256/ENSG00000188313/ENSG00000139626/ENSG00000105974/ENSG00000121966/ENSG00000112343/ENSG00000185896/ENSG00000189403/ENSG00000186827/ENSG00000132109/ENSG00000116525/ENSG00000113249	0.380730400722792
BP	GO:0002218	activation of innate immune response	313	0.300656469229576	1.38580322496691	0.00211971456098436	0.100033761174589	0.100033761174589	11150	tags=29%, list=25%, signal=22%	ENSG00000183542/ENSG00000132522/ENSG00000204616/ENSG00000243414/ENSG00000124256/ENSG00000239961/ENSG00000135114/ENSG00000163220/ENSG00000101916/ENSG00000112851/ENSG00000172936/ENSG00000168884/ENSG00000137462/ENSG00000170458/ENSG00000095970/ENSG00000162645/ENSG00000163568/ENSG00000134070/ENSG00000143546/ENSG00000163565/ENSG00000239732/ENSG00000204610/ENSG00000239998/ENSG00000204618/ENSG00000162889/ENSG00000181481/ENSG00000137752/ENSG00000100906/ENSG00000129988/ENSG00000134545/ENSG00000150457/ENSG00000174125/ENSG00000172243/ENSG00000163563/ENSG00000198001/ENSG00000038945/ENSG00000204388/ENSG00000254087/ENSG00000263528/ENSG00000145365/ENSG00000164430/ENSG00000110057/ENSG00000089041/ENSG00000204389/ENSG00000090376/ENSG00000138794/ENSG00000118503/ENSG00000132256/ENSG00000163131/ENSG00000276600/ENSG00000147324/ENSG00000162711/ENSG00000005893/ENSG00000125734/ENSG00000104312/ENSG00000151692/ENSG00000135077/ENSG00000101336/ENSG00000179630/ENSG00000134242/ENSG00000104365/ENSG00000167851/ENSG00000188706/ENSG00000107201/ENSG00000154589/ENSG00000205213/ENSG00000173039/ENSG00000105373/ENSG00000091106/ENSG00000180370/ENSG00000127666/ENSG00000249437/ENSG00000184216/ENSG00000155629/ENSG00000025434/ENSG00000105483/ENSG00000189403/ENSG00000073331/ENSG00000174130/ENSG00000134539/ENSG00000196664/ENSG00000135218/ENSG00000010810/ENSG00000106100/ENSG00000139370/ENSG00000164251/ENSG00000167207/ENSG00000114738/ENSG00000129657/ENSG00000012223/ENSG00000147140	0.431707695803346
CC	GO:0045334	clathrin-coated endocytic vesicle	89	0.351080281820644	1.38349046010652	0.0212448672821833	0.323945261916769	0.323945261916769	10069	tags=36%, list=23%, signal=28%	ENSG00000150337/ENSG00000179344/ENSG00000118640/ENSG00000157978/ENSG00000091513/ENSG00000116031/ENSG00000081479/ENSG00000204287/ENSG00000130164/ENSG00000010278/ENSG00000243244/ENSG00000019582/ENSG00000185303/ENSG00000163251/ENSG00000169252/ENSG00000157483/ENSG00000198502/ENSG00000103888/ENSG00000232629/ENSG00000223865/ENSG00000001626/ENSG00000163235/ENSG00000084674/ENSG00000122852/ENSG00000138798/ENSG00000231389/ENSG00000196126/ENSG00000196735/ENSG00000049245/ENSG00000169071/ENSG00000174804/ENSG00000109321	0.352487857583619
BP	GO:0042770	signal transduction in response to DNA damage	182	0.317089664443221	1.38200400967167	0.00907116185065263	0.220265741100295	0.220265741100295	15105	tags=40%, list=35%, signal=26%	ENSG00000026508/ENSG00000185499/ENSG00000124762/ENSG00000163840/ENSG00000019549/ENSG00000151164/ENSG00000141682/ENSG00000124216/ENSG00000141510/ENSG00000165891/ENSG00000019582/ENSG00000092470/ENSG00000136492/ENSG00000185088/ENSG00000130766/ENSG00000116717/ENSG00000183255/ENSG00000254087/ENSG00000100726/ENSG00000122691/ENSG00000067066/ENSG00000143751/ENSG00000123374/ENSG00000147889/ENSG00000144554/ENSG00000111602/ENSG00000140464/ENSG00000138496/ENSG00000204086/ENSG00000151876/ENSG00000112079/ENSG00000091436/ENSG00000105373/ENSG00000197299/ENSG00000183765/ENSG00000075131/ENSG00000168411/ENSG00000166851/ENSG00000169372/ENSG00000069399/ENSG00000064393/ENSG00000196586/ENSG00000161642/ENSG00000161970/ENSG00000104419/ENSG00000014123/ENSG00000163132/ENSG00000097007/ENSG00000143479/ENSG00000138376/ENSG00000173846/ENSG00000188996/ENSG00000161010/ENSG00000020922/ENSG00000164053/ENSG00000108984/ENSG00000081377/ENSG00000139618/ENSG00000140943/ENSG00000104885/ENSG00000106144/ENSG00000172977/ENSG00000159147/ENSG00000163322/ENSG00000165828/ENSG00000136273/ENSG00000198625/ENSG00000108654/ENSG00000008405/ENSG00000111276/ENSG00000172273/ENSG00000097046	0.380730400722792
MF	GO:0001653	peptide receptor activity	126	-0.340070126847499	-1.38182014729734	0.0215066829471442	0.325132111730613	0.325132111730613	11979	tags=44%, list=27%, signal=32%	ENSG00000169418/ENSG00000174946/ENSG00000163394/ENSG00000065325/ENSG00000123901/ENSG00000166148/ENSG00000132671/ENSG00000152034/ENSG00000171509/ENSG00000108018/ENSG00000156395/ENSG00000144407/ENSG00000139874/ENSG00000116329/ENSG00000198049/ENSG00000174885/ENSG00000064989/ENSG00000114812/ENSG00000166573/ENSG00000176136/ENSG00000182631/ENSG00000131477/ENSG00000170820/ENSG00000125522/ENSG00000159899/ENSG00000102539/ENSG00000075073/ENSG00000204174/ENSG00000124089/ENSG00000173612/ENSG00000115353/ENSG00000168329/ENSG00000270751/ENSG00000173080/ENSG00000119973/ENSG00000106018/ENSG00000126010/ENSG00000173198/ENSG00000130368/ENSG00000186867/ENSG00000116014/ENSG00000139572/ENSG00000264717/ENSG00000110148/ENSG00000138039/ENSG00000106128/ENSG00000135577/ENSG00000185149/ENSG00000171596/ENSG00000128285/ENSG00000133105/ENSG00000187258/ENSG00000121764/ENSG00000126895/ENSG00000137252/ENSG00000120088	0.352487857583619
CC	GO:0045211	postsynaptic membrane	320	-0.301388892855613	-1.38037072192764	0.00271164947463718	0.115563306436961	0.115563306436961	12465	tags=38%, list=28%, signal=27%	ENSG00000237515/ENSG00000176204/ENSG00000114646/ENSG00000174013/ENSG00000166342/ENSG00000105426/ENSG00000198822/ENSG00000196277/ENSG00000155974/ENSG00000204681/ENSG00000152578/ENSG00000129159/ENSG00000101463/ENSG00000177707/ENSG00000234965/ENSG00000121871/ENSG00000277399/ENSG00000182667/ENSG00000163873/ENSG00000085552/ENSG00000196655/ENSG00000080644/ENSG00000082458/ENSG00000104863/ENSG00000069966/ENSG00000156395/ENSG00000166206/ENSG00000162105/ENSG00000143786/ENSG00000166862/ENSG00000166736/ENSG00000178568/ENSG00000185985/ENSG00000157219/ENSG00000179841/ENSG00000116329/ENSG00000138138/ENSG00000158445/ENSG00000184408/ENSG00000136267/ENSG00000164742/ENSG00000120903/ENSG00000008277/ENSG00000134780/ENSG00000215045/ENSG00000185070/ENSG00000118596/ENSG00000187323/ENSG00000128594/ENSG00000168135/ENSG00000133019/ENSG00000161835/ENSG00000146938/ENSG00000116106/ENSG00000142408/ENSG00000029534/ENSG00000067715/ENSG00000113327/ENSG00000160716/ENSG00000102924/ENSG00000198739/ENSG00000105737/ENSG00000125675/ENSG00000170091/ENSG00000102468/ENSG00000186479/ENSG00000197467/ENSG00000184984/ENSG00000117600/ENSG00000136928/ENSG00000151490/ENSG00000182901/ENSG00000175344/ENSG00000131188/ENSG00000161509/ENSG00000186297/ENSG00000166664/ENSG00000117971/ENSG00000106089/ENSG00000273079/ENSG00000139182/ENSG00000162951/ENSG00000169860/ENSG00000183454/ENSG00000101958/ENSG00000164082/ENSG00000173621/ENSG00000109158/ENSG00000157087/ENSG00000131398/ENSG00000143502/ENSG00000171189/ENSG00000138435/ENSG00000124140/ENSG00000145864/ENSG00000177301/ENSG00000157193/ENSG00000143473/ENSG00000182256/ENSG00000115353/ENSG00000006116/ENSG00000151025/ENSG00000187730/ENSG00000022355/ENSG00000171208/ENSG00000164588/ENSG00000147432/ENSG00000149305/ENSG00000100678/ENSG00000166006/ENSG00000198576/ENSG00000147434/ENSG00000128011/ENSG00000136099/ENSG00000145451/ENSG00000225968/ENSG00000188730/ENSG00000165917/ENSG00000180720/ENSG00000089169/ENSG00000165246/ENSG00000120088	0.431707695803346
CC	GO:0005902	microvillus	93	0.349679184751404	1.38000098679616	0.0230267826904587	0.335676641908206	0.335676641908206	11469	tags=38%, list=26%, signal=28%	ENSG00000026508/ENSG00000163993/ENSG00000116039/ENSG00000162692/ENSG00000008323/ENSG00000136286/ENSG00000134812/ENSG00000108622/ENSG00000016490/ENSG00000259207/ENSG00000154188/ENSG00000129007/ENSG00000169504/ENSG00000131471/ENSG00000162493/ENSG00000147065/ENSG00000139209/ENSG00000157483/ENSG00000163982/ENSG00000214530/ENSG00000176058/ENSG00000155850/ENSG00000134853/ENSG00000137710/ENSG00000166866/ENSG00000241399/ENSG00000176658/ENSG00000129514/ENSG00000142347/ENSG00000196586/ENSG00000137474/ENSG00000131389/ENSG00000166086/ENSG00000174827/ENSG00000109062	0.352487857583619
BP	GO:0071674	mononuclear cell migration	194	0.322801103346181	1.37942281766089	0.00379412175147415	0.137196099524085	0.137196099524085	9021	tags=30%, list=21%, signal=24%	ENSG00000108691/ENSG00000143184/ENSG00000173432/ENSG00000115085/ENSG00000206047/ENSG00000240247/ENSG00000136286/ENSG00000163823/ENSG00000186146/ENSG00000124343/ENSG00000160224/ENSG00000127129/ENSG00000108622/ENSG00000095970/ENSG00000261371/ENSG00000117115/ENSG00000160791/ENSG00000189058/ENSG00000120337/ENSG00000163464/ENSG00000259207/ENSG00000184371/ENSG00000177119/ENSG00000157227/ENSG00000111199/ENSG00000169245/ENSG00000010278/ENSG00000005844/ENSG00000066336/ENSG00000171860/ENSG00000204472/ENSG00000160712/ENSG00000090659/ENSG00000106366/ENSG00000181284/ENSG00000168961/ENSG00000107485/ENSG00000147065/ENSG00000154165/ENSG00000099377/ENSG00000112175/ENSG00000107099/ENSG00000135046/ENSG00000169224/ENSG00000072786/ENSG00000254087/ENSG00000108688/ENSG00000129422/ENSG00000158714/ENSG00000168040/ENSG00000138379/ENSG00000197405/ENSG00000182578/ENSG00000121966/ENSG00000160593/ENSG00000161921/ENSG00000186810/ENSG00000137801/ENSG00000204305	0.431707695803346
BP	GO:0006836	neurotransmitter transport	203	-0.31316177285594	-1.37893565024436	0.0169235810676991	0.289085220160512	0.289085220160512	12490	tags=39%, list=29%, signal=28%	ENSG00000138078/ENSG00000114646/ENSG00000174013/ENSG00000160014/ENSG00000011347/ENSG00000143553/ENSG00000132639/ENSG00000155093/ENSG00000166501/ENSG00000050438/ENSG00000080644/ENSG00000139190/ENSG00000104863/ENSG00000126583/ENSG00000173227/ENSG00000070808/ENSG00000140563/ENSG00000177542/ENSG00000125814/ENSG00000157152/ENSG00000132872/ENSG00000143740/ENSG00000104888/ENSG00000182389/ENSG00000179915/ENSG00000081189/ENSG00000165646/ENSG00000111371/ENSG00000136827/ENSG00000102003/ENSG00000175003/ENSG00000091664/ENSG00000099365/ENSG00000186472/ENSG00000159164/ENSG00000067715/ENSG00000103546/ENSG00000168993/ENSG00000132294/ENSG00000157103/ENSG00000181031/ENSG00000143858/ENSG00000159082/ENSG00000164638/ENSG00000272636/ENSG00000101438/ENSG00000197106/ENSG00000130477/ENSG00000136854/ENSG00000117971/ENSG00000079841/ENSG00000160469/ENSG00000106089/ENSG00000019505/ENSG00000249715/ENSG00000139220/ENSG00000166569/ENSG00000169860/ENSG00000105143/ENSG00000127561/ENSG00000075073/ENSG00000124493/ENSG00000185518/ENSG00000069696/ENSG00000011083/ENSG00000063127/ENSG00000155970/ENSG00000151025/ENSG00000169213/ENSG00000115665/ENSG00000164363/ENSG00000168081/ENSG00000149043/ENSG00000036565/ENSG00000122012/ENSG00000174358/ENSG00000154764/ENSG00000268104/ENSG00000089169/ENSG00000147571	0.352487857583619
BP	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	139	0.332794887110233	1.3789138323807	0.0161432294463664	0.283536446398962	0.283536446398962	10587	tags=32%, list=24%, signal=24%	ENSG00000108691/ENSG00000100368/ENSG00000174697/ENSG00000162891/ENSG00000134470/ENSG00000105246/ENSG00000113520/ENSG00000120337/ENSG00000016402/ENSG00000213218/ENSG00000136634/ENSG00000067182/ENSG00000147168/ENSG00000110944/ENSG00000180210/ENSG00000184557/ENSG00000131724/ENSG00000172179/ENSG00000164136/ENSG00000160712/ENSG00000145777/ENSG00000126561/ENSG00000272395/ENSG00000077238/ENSG00000162594/ENSG00000116717/ENSG00000136487/ENSG00000138684/ENSG00000138798/ENSG00000182578/ENSG00000138496/ENSG00000105974/ENSG00000081237/ENSG00000169194/ENSG00000168610/ENSG00000150782/ENSG00000150281/ENSG00000131788/ENSG00000096968/ENSG00000197272/ENSG00000159110/ENSG00000173193/ENSG00000105639/ENSG00000069399	0.352487857583619
BP	GO:0099068	postsynapse assembly	85	-0.358622940330674	-1.37882508459943	0.0345357737452532	0.410367171706951	0.410367171706951	18659	tags=68%, list=43%, signal=39%	ENSG00000108819/ENSG00000152208/ENSG00000160446/ENSG00000159593/ENSG00000077782/ENSG00000213672/ENSG00000133216/ENSG00000144119/ENSG00000130725/ENSG00000171246/ENSG00000155849/ENSG00000153707/ENSG00000110076/ENSG00000170558/ENSG00000128512/ENSG00000055163/ENSG00000131409/ENSG00000196338/ENSG00000196083/ENSG00000169760/ENSG00000110881/ENSG00000171862/ENSG00000069329/ENSG00000108684/ENSG00000167971/ENSG00000099904/ENSG00000147955/ENSG00000072832/ENSG00000055917/ENSG00000196358/ENSG00000169992/ENSG00000131711/ENSG00000119878/ENSG00000105426/ENSG00000101463/ENSG00000177707/ENSG00000120899/ENSG00000131089/ENSG00000115310/ENSG00000139174/ENSG00000179915/ENSG00000107864/ENSG00000173898/ENSG00000021645/ENSG00000040608/ENSG00000102924/ENSG00000116141/ENSG00000061337/ENSG00000173621/ENSG00000186648/ENSG00000172020/ENSG00000124140/ENSG00000165985/ENSG00000198844/ENSG00000169750/ENSG00000128011/ENSG00000189056/ENSG00000154764	0.321775918075361
BP	GO:0032479	regulation of type I interferon production	135	0.331272353528426	1.37789667478938	0.0199690787092823	0.312362761158492	0.312362761158492	13414	tags=36%, list=31%, signal=25%	ENSG00000243414/ENSG00000239961/ENSG00000101916/ENSG00000172322/ENSG00000172936/ENSG00000137462/ENSG00000170458/ENSG00000136634/ENSG00000239732/ENSG00000204610/ENSG00000164104/ENSG00000181481/ENSG00000088827/ENSG00000104856/ENSG00000169871/ENSG00000102871/ENSG00000262406/ENSG00000263528/ENSG00000164430/ENSG00000112531/ENSG00000104312/ENSG00000135077/ENSG00000134242/ENSG00000145907/ENSG00000107201/ENSG00000140968/ENSG00000138032/ENSG00000127666/ENSG00000184216/ENSG00000189403/ENSG00000196664/ENSG00000132109/ENSG00000104972/ENSG00000181722/ENSG00000140450/ENSG00000101868/ENSG00000070010/ENSG00000184584/ENSG00000105939/ENSG00000103510/ENSG00000128604/ENSG00000088888/ENSG00000136869/ENSG00000215301/ENSG00000171793/ENSG00000162924/ENSG00000111321/ENSG00000213512	0.352487857583619
BP	GO:0032606	type I interferon production	135	0.331272353528426	1.37789667478938	0.0199690787092823	0.312362761158492	0.312362761158492	13414	tags=36%, list=31%, signal=25%	ENSG00000243414/ENSG00000239961/ENSG00000101916/ENSG00000172322/ENSG00000172936/ENSG00000137462/ENSG00000170458/ENSG00000136634/ENSG00000239732/ENSG00000204610/ENSG00000164104/ENSG00000181481/ENSG00000088827/ENSG00000104856/ENSG00000169871/ENSG00000102871/ENSG00000262406/ENSG00000263528/ENSG00000164430/ENSG00000112531/ENSG00000104312/ENSG00000135077/ENSG00000134242/ENSG00000145907/ENSG00000107201/ENSG00000140968/ENSG00000138032/ENSG00000127666/ENSG00000184216/ENSG00000189403/ENSG00000196664/ENSG00000132109/ENSG00000104972/ENSG00000181722/ENSG00000140450/ENSG00000101868/ENSG00000070010/ENSG00000184584/ENSG00000105939/ENSG00000103510/ENSG00000128604/ENSG00000088888/ENSG00000136869/ENSG00000215301/ENSG00000171793/ENSG00000162924/ENSG00000111321/ENSG00000213512	0.352487857583619
BP	GO:0042742	defense response to bacterium	256	0.30680070528491	1.37700631733184	0.00443885066319238	0.148310878358584	0.148310878358584	11628	tags=41%, list=27%, signal=30%	ENSG00000132465/ENSG00000211899/ENSG00000018280/ENSG00000240583/ENSG00000206047/ENSG00000240247/ENSG00000239839/ENSG00000000938/ENSG00000163220/ENSG00000096088/ENSG00000203970/ENSG00000161643/ENSG00000186146/ENSG00000172936/ENSG00000137462/ENSG00000095970/ENSG00000148926/ENSG00000115607/ENSG00000162645/ENSG00000278588/ENSG00000205882/ENSG00000161031/ENSG00000115604/ENSG00000143546/ENSG00000091513/ENSG00000239732/ENSG00000169397/ENSG00000205420/ENSG00000165799/ENSG00000110944/ENSG00000180210/ENSG00000164104/ENSG00000137752/ENSG00000187908/ENSG00000124107/ENSG00000225805/ENSG00000129988/ENSG00000117228/ENSG00000169413/ENSG00000160712/ENSG00000105697/ENSG00000106366/ENSG00000145777/ENSG00000198918/ENSG00000125538/ENSG00000010327/ENSG00000211893/ENSG00000132205/ENSG00000211897/ENSG00000180083/ENSG00000172216/ENSG00000161634/ENSG00000162594/ENSG00000175121/ENSG00000171777/ENSG00000211892/ENSG00000186458/ENSG00000131068/ENSG00000204592/ENSG00000158714/ENSG00000273703/ENSG00000196954/ENSG00000257017/ENSG00000117226/ENSG00000168634/ENSG00000104312/ENSG00000181804/ENSG00000214274/ENSG00000129538/ENSG00000124635/ENSG00000135077/ENSG00000092098/ENSG00000183347/ENSG00000197903/ENSG00000171564/ENSG00000158270/ENSG00000055208/ENSG00000185130/ENSG00000150782/ENSG00000274290/ENSG00000151694/ENSG00000091106/ENSG00000138080/ENSG00000249437/ENSG00000211896/ENSG00000073605/ENSG00000174130/ENSG00000156482/ENSG00000137857/ENSG00000164871/ENSG00000184678/ENSG00000180596/ENSG00000106100/ENSG00000164251/ENSG00000164406/ENSG00000166710/ENSG00000137033/ENSG00000167207/ENSG00000163736/ENSG00000012223/ENSG00000168811/ENSG00000106538/ENSG00000109320/ENSG00000273802/ENSG00000167419	0.407017918923954
