ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
BP	GO:0002696	positive regulation of leukocyte activation	314	0.330489399274556	1.50877389713538	0.000195382899730486	0.0231026045424638	0.0231026045424638	11019	tags=31%, list=25%, signal=24%	ENSG00000108691/ENSG00000143184/ENSG00000163501/ENSG00000139193/ENSG00000115085/ENSG00000179344/ENSG00000174697/ENSG00000162692/ENSG00000114013/ENSG00000198851/ENSG00000159216/ENSG00000168884/ENSG00000105246/ENSG00000203710/ENSG00000095970/ENSG00000115602/ENSG00000113520/ENSG00000160223/ENSG00000204257/ENSG00000168421/ENSG00000108604/ENSG00000136634/ENSG00000110448/ENSG00000239732/ENSG00000122122/ENSG00000147168/ENSG00000110944/ENSG00000157227/ENSG00000204287/ENSG00000186818/ENSG00000129988/ENSG00000113916/ENSG00000203747/ENSG00000066336/ENSG00000164136/ENSG00000196352/ENSG00000172243/ENSG00000172349/ENSG00000204472/ENSG00000019582/ENSG00000090659/ENSG00000145777/ENSG00000168961/ENSG00000107485/ENSG00000138795/ENSG00000125538/ENSG00000067955/ENSG00000077238/ENSG00000136518/ENSG00000162594/ENSG00000130427/ENSG00000107099/ENSG00000135046/ENSG00000198502/ENSG00000141968/ENSG00000254087/ENSG00000118113/ENSG00000232629/ENSG00000204592/ENSG00000163513/ENSG00000138684/ENSG00000107738/ENSG00000223865/ENSG00000168040/ENSG00000162711/ENSG00000100219/ENSG00000231389/ENSG00000176105/ENSG00000105974/ENSG00000020633/ENSG00000135077/ENSG00000161955/ENSG00000081237/ENSG00000168918/ENSG00000137801/ENSG00000204305/ENSG00000124253/ENSG00000126804/ENSG00000196126/ENSG00000196735/ENSG00000169194/ENSG00000109906/ENSG00000150782/ENSG00000204252/ENSG00000189403/ENSG00000186827/ENSG00000174130/ENSG00000096968/ENSG00000122376/ENSG00000159958/ENSG00000010810/ENSG00000113249/ENSG00000117586/ENSG00000133247/ENSG00000166710/ENSG00000137033/ENSG00000090554/ENSG00000167207	0.518848077743792
CC	GO:0043209	myelin sheath	44	0.435438574389772	1.50871909160021	0.025638609545105	0.351657316141645	0.351657316141645	12597	tags=50%, list=29%, signal=36%	ENSG00000109099/ENSG00000105695/ENSG00000182718/ENSG00000123560/ENSG00000173786/ENSG00000176402/ENSG00000141736/ENSG00000184113/ENSG00000172005/ENSG00000136541/ENSG00000150093/ENSG00000102934/ENSG00000134198/ENSG00000147588/ENSG00000184454/ENSG00000184144/ENSG00000176658/ENSG00000198835/ENSG00000166086/ENSG00000197971/ENSG00000104833/ENSG00000164300	0.352487857583619
BP	GO:1902105	regulation of leukocyte differentiation	285	0.332881995311286	1.50827240649429	0.000158374880650086	0.0216869734109863	0.0216869734109863	10626	tags=29%, list=24%, signal=22%	ENSG00000163501/ENSG00000139193/ENSG00000136997/ENSG00000123610/ENSG00000145107/ENSG00000115085/ENSG00000175097/ENSG00000002933/ENSG00000159189/ENSG00000235568/ENSG00000114013/ENSG00000163823/ENSG00000172322/ENSG00000159216/ENSG00000106565/ENSG00000203710/ENSG00000204577/ENSG00000095970/ENSG00000113520/ENSG00000120337/ENSG00000180353/ENSG00000168421/ENSG00000108604/ENSG00000136634/ENSG00000239732/ENSG00000184371/ENSG00000147168/ENSG00000110944/ENSG00000157227/ENSG00000204287/ENSG00000152192/ENSG00000186818/ENSG00000131724/ENSG00000113916/ENSG00000066336/ENSG00000019582/ENSG00000168961/ENSG00000107485/ENSG00000138795/ENSG00000067955/ENSG00000126561/ENSG00000181092/ENSG00000172216/ENSG00000077238/ENSG00000136518/ENSG00000162594/ENSG00000135046/ENSG00000254087/ENSG00000158714/ENSG00000163513/ENSG00000147889/ENSG00000107738/ENSG00000168040/ENSG00000112531/ENSG00000204264/ENSG00000081059/ENSG00000162711/ENSG00000104332/ENSG00000100219/ENSG00000205220/ENSG00000020633/ENSG00000106588/ENSG00000168918/ENSG00000185650/ENSG00000204305/ENSG00000124253/ENSG00000126804/ENSG00000196126/ENSG00000109906/ENSG00000150782/ENSG00000152518/ENSG00000128342/ENSG00000151615/ENSG00000234745/ENSG00000189403/ENSG00000197272/ENSG00000111859/ENSG00000165819/ENSG00000182511/ENSG00000125378/ENSG00000240065/ENSG00000105639/ENSG00000089692/ENSG00000117586	0.518848077743792
BP	GO:0010715	regulation of extracellular matrix disassembly	24	0.505877648766571	1.50820493604324	0.045402845358281	0.491256434297566	0.491256434297566	13436	tags=46%, list=31%, signal=32%	ENSG00000122861/ENSG00000160867/ENSG00000162493/ENSG00000011422/ENSG00000092969/ENSG00000162733/ENSG00000168610/ENSG00000122707/ENSG00000204580/ENSG00000100234/ENSG00000136244	0.321775918075361
CC	GO:0000786	nucleosome	91	0.380048220941397	1.50733021716446	0.01399932925074	0.269215619571845	0.269215619571845	12790	tags=45%, list=29%, signal=32%	ENSG00000276903/ENSG00000246705/ENSG00000196787/ENSG00000274618/ENSG00000275663/ENSG00000278588/ENSG00000278463/ENSG00000124575/ENSG00000278705/ENSG00000184357/ENSG00000184260/ENSG00000196747/ENSG00000115163/ENSG00000198959/ENSG00000184270/ENSG00000276180/ENSG00000277075/ENSG00000168148/ENSG00000183598/ENSG00000273703/ENSG00000278828/ENSG00000273213/ENSG00000124635/ENSG00000132475/ENSG00000197903/ENSG00000185130/ENSG00000168298/ENSG00000274290/ENSG00000187837/ENSG00000158406/ENSG00000197837/ENSG00000184678/ENSG00000180596/ENSG00000197238/ENSG00000273802/ENSG00000270882/ENSG00000270276/ENSG00000083168/ENSG00000203814/ENSG00000274641/ENSG00000277157	0.380730400722792
BP	GO:0007160	cell-matrix adhesion	222	0.341142210286362	1.50705927546277	0.000382297735327714	0.0380158688475286	0.0380158688475286	11605	tags=36%, list=27%, signal=27%	ENSG00000026508/ENSG00000162692/ENSG00000198851/ENSG00000160255/ENSG00000132470/ENSG00000122861/ENSG00000189058/ENSG00000145113/ENSG00000197747/ENSG00000149781/ENSG00000161638/ENSG00000259207/ENSG00000138964/ENSG00000163638/ENSG00000184371/ENSG00000173801/ENSG00000157227/ENSG00000188771/ENSG00000088827/ENSG00000124145/ENSG00000005844/ENSG00000120332/ENSG00000047648/ENSG00000140092/ENSG00000162006/ENSG00000106366/ENSG00000151388/ENSG00000138795/ENSG00000168309/ENSG00000110900/ENSG00000065618/ENSG00000128052/ENSG00000011422/ENSG00000105855/ENSG00000101311/ENSG00000091409/ENSG00000262406/ENSG00000168743/ENSG00000131068/ENSG00000131142/ENSG00000198542/ENSG00000077943/ENSG00000146904/ENSG00000150093/ENSG00000147889/ENSG00000164171/ENSG00000070759/ENSG00000213949/ENSG00000106823/ENSG00000169896/ENSG00000119185/ENSG00000104332/ENSG00000137076/ENSG00000139626/ENSG00000115414/ENSG00000137801/ENSG00000171564/ENSG00000135404/ENSG00000132669/ENSG00000116962/ENSG00000138080/ENSG00000067900/ENSG00000087077/ENSG00000169756/ENSG00000034971/ENSG00000185043/ENSG00000165124/ENSG00000170927/ENSG00000172638/ENSG00000135218/ENSG00000168542/ENSG00000155719/ENSG00000127603/ENSG00000151882/ENSG00000097007/ENSG00000156232/ENSG00000136114/ENSG00000204580/ENSG00000073712/ENSG00000144824	0.49849310876659
BP	GO:0002832	negative regulation of response to biotic stimulus	122	0.366734412464688	1.50702789445819	0.0045700003046579	0.150288238365384	0.150288238365384	11276	tags=36%, list=26%, signal=27%	ENSG00000175793/ENSG00000155659/ENSG00000118520/ENSG00000125571/ENSG00000203710/ENSG00000204397/ENSG00000163357/ENSG00000163565/ENSG00000239998/ENSG00000137193/ENSG00000140853/ENSG00000149131/ENSG00000134545/ENSG00000101347/ENSG00000168961/ENSG00000145220/ENSG00000262406/ENSG00000131068/ENSG00000163982/ENSG00000204592/ENSG00000090376/ENSG00000158714/ENSG00000118503/ENSG00000132170/ENSG00000204642/ENSG00000106546/ENSG00000189013/ENSG00000135077/ENSG00000168918/ENSG00000123136/ENSG00000138032/ENSG00000025434/ENSG00000234745/ENSG00000105483/ENSG00000134539/ENSG00000132109/ENSG00000071889/ENSG00000173193/ENSG00000165819/ENSG00000089692/ENSG00000012223/ENSG00000104972/ENSG00000111667/ENSG00000014123	0.407017918923954
BP	GO:0045840	positive regulation of mitotic nuclear division	42	-0.433992431016128	-1.5069495947881	0.0382693709069022	0.435183925810374	0.435183925810374	4284	tags=21%, list=10%, signal=19%	ENSG00000154839/ENSG00000087586/ENSG00000002822/ENSG00000167244/ENSG00000126787/ENSG00000124882/ENSG00000175063/ENSG00000115008/ENSG00000137090	0.321775918075361
BP	GO:0034110	regulation of homotypic cell-cell adhesion	38	0.452209394516459	1.50498473670651	0.0212912664662165	0.323945261916769	0.323945261916769	14959	tags=58%, list=34%, signal=38%	ENSG00000140873/ENSG00000142615/ENSG00000010278/ENSG00000160712/ENSG00000162493/ENSG00000132205/ENSG00000011422/ENSG00000254087/ENSG00000183779/ENSG00000139921/ENSG00000096968/ENSG00000215704/ENSG00000138722/ENSG00000271503/ENSG00000185532/ENSG00000158769/ENSG00000136244/ENSG00000065675/ENSG00000134352/ENSG00000205336/ENSG00000169032/ENSG00000165025	0.352487857583619
BP	GO:0002369	T cell cytokine production	39	0.441229963273154	1.5049204777568	0.0250328782151635	0.346765558426634	0.346765558426634	10955	tags=44%, list=25%, signal=33%	ENSG00000143184/ENSG00000115594/ENSG00000118520/ENSG00000113520/ENSG00000115604/ENSG00000196843/ENSG00000186818/ENSG00000196352/ENSG00000125538/ENSG00000163251/ENSG00000010704/ENSG00000204642/ENSG00000162711/ENSG00000150782/ENSG00000117586/ENSG00000141574/ENSG00000166710	0.352487857583619
BP	GO:0002724	regulation of T cell cytokine production	39	0.441229963273154	1.5049204777568	0.0250328782151635	0.346765558426634	0.346765558426634	10955	tags=44%, list=25%, signal=33%	ENSG00000143184/ENSG00000115594/ENSG00000118520/ENSG00000113520/ENSG00000115604/ENSG00000196843/ENSG00000186818/ENSG00000196352/ENSG00000125538/ENSG00000163251/ENSG00000010704/ENSG00000204642/ENSG00000162711/ENSG00000150782/ENSG00000117586/ENSG00000141574/ENSG00000166710	0.352487857583619
BP	GO:0045023	G0 to G1 transition	38	-0.454760871515319	-1.50439106670854	0.0236858875801054	0.341446747393976	0.341446747393976	1802	tags=11%, list=4%, signal=10%	ENSG00000129194/ENSG00000208005/ENSG00000250506/ENSG00000284231	0.352487857583619
BP	GO:0050868	negative regulation of T cell activation	119	0.363644585312076	1.50405568051008	0.00408316619701417	0.141521523832612	0.141521523832611	10649	tags=36%, list=24%, signal=27%	ENSG00000143184/ENSG00000155659/ENSG00000163501/ENSG00000175097/ENSG00000118520/ENSG00000114013/ENSG00000159216/ENSG00000203710/ENSG00000120337/ENSG00000136634/ENSG00000170298/ENSG00000163331/ENSG00000136235/ENSG00000186818/ENSG00000124145/ENSG00000162511/ENSG00000168961/ENSG00000171916/ENSG00000067955/ENSG00000126561/ENSG00000172216/ENSG00000135046/ENSG00000204592/ENSG00000147889/ENSG00000107738/ENSG00000010704/ENSG00000204264/ENSG00000205220/ENSG00000020633/ENSG00000135077/ENSG00000106588/ENSG00000134242/ENSG00000167851/ENSG00000196126/ENSG00000147437/ENSG00000189403/ENSG00000125378/ENSG00000240065/ENSG00000010810/ENSG00000105639/ENSG00000089692/ENSG00000117586/ENSG00000128791	0.407017918923954
MF	GO:0140537	transcription regulator activator activity	12	0.6068345475386	1.50401226929354	0.0478107379299222	0.512661224555379	0.512661224555379	9994	tags=33%, list=23%, signal=26%	ENSG00000126767/ENSG00000104375/ENSG00000175197/ENSG00000100644	0.321775918075361
BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	30	0.477769836007477	1.50355408635455	0.0428757773628233	0.470001795684597	0.470001795684597	13856	tags=50%, list=32%, signal=34%	ENSG00000114013/ENSG00000110944/ENSG00000204287/ENSG00000162594/ENSG00000135046/ENSG00000162711/ENSG00000196126/ENSG00000150782/ENSG00000117586/ENSG00000160685/ENSG00000132842/ENSG00000144802/ENSG00000172175/ENSG00000172724/ENSG00000204256	0.321775918075361
CC	GO:0014069	postsynaptic density	352	-0.322659191447049	-1.50348587880412	0.000136338821950418	0.0210895959213304	0.0210895959213304	16765	tags=51%, list=38%, signal=32%	ENSG00000022840/ENSG00000131409/ENSG00000164885/ENSG00000148660/ENSG00000128482/ENSG00000160145/ENSG00000135622/ENSG00000102081/ENSG00000103197/ENSG00000169760/ENSG00000187902/ENSG00000138668/ENSG00000156564/ENSG00000110881/ENSG00000264364/ENSG00000168539/ENSG00000150594/ENSG00000188803/ENSG00000150672/ENSG00000163399/ENSG00000077522/ENSG00000139970/ENSG00000152822/ENSG00000171862/ENSG00000168959/ENSG00000107130/ENSG00000069329/ENSG00000091129/ENSG00000176884/ENSG00000108684/ENSG00000176171/ENSG00000150995/ENSG00000110700/ENSG00000137843/ENSG00000058404/ENSG00000105605/ENSG00000147955/ENSG00000008056/ENSG00000103942/ENSG00000006740/ENSG00000099864/ENSG00000205363/ENSG00000167371/ENSG00000165699/ENSG00000066032/ENSG00000100285/ENSG00000171603/ENSG00000132535/ENSG00000120251/ENSG00000132718/ENSG00000160753/ENSG00000102385/ENSG00000071051/ENSG00000158528/ENSG00000144711/ENSG00000197283/ENSG00000147010/ENSG00000120645/ENSG00000105464/ENSG00000111052/ENSG00000075340/ENSG00000198961/ENSG00000205090/ENSG00000148948/ENSG00000204217/ENSG00000131711/ENSG00000237515/ENSG00000174013/ENSG00000166342/ENSG00000119878/ENSG00000105426/ENSG00000198822/ENSG00000155974/ENSG00000156642/ENSG00000152578/ENSG00000171867/ENSG00000101463/ENSG00000177707/ENSG00000234965/ENSG00000121871/ENSG00000120899/ENSG00000118160/ENSG00000113360/ENSG00000182667/ENSG00000163873/ENSG00000085552/ENSG00000047932/ENSG00000196655/ENSG00000176749/ENSG00000082458/ENSG00000104863/ENSG00000167100/ENSG00000126583/ENSG00000133318/ENSG00000131089/ENSG00000198010/ENSG00000115310/ENSG00000156395/ENSG00000070808/ENSG00000162545/ENSG00000183715/ENSG00000277363/ENSG00000162105/ENSG00000116675/ENSG00000139174/ENSG00000166862/ENSG00000106615/ENSG00000157152/ENSG00000178568/ENSG00000183023/ENSG00000179841/ENSG00000116329/ENSG00000107864/ENSG00000164742/ENSG00000008277/ENSG00000134780/ENSG00000077264/ENSG00000215045/ENSG00000118596/ENSG00000187323/ENSG00000145349/ENSG00000128594/ENSG00000107954/ENSG00000157680/ENSG00000161835/ENSG00000146938/ENSG00000116106/ENSG00000142408/ENSG00000186472/ENSG00000067715/ENSG00000172260/ENSG00000197959/ENSG00000157470/ENSG00000198739/ENSG00000189410/ENSG00000105737/ENSG00000125675/ENSG00000170091/ENSG00000186479/ENSG00000117600/ENSG00000151490/ENSG00000131188/ENSG00000152413/ENSG00000161509/ENSG00000171992/ENSG00000181790/ENSG00000160469/ENSG00000106089/ENSG00000061337/ENSG00000155897/ENSG00000273079/ENSG00000139182/ENSG00000139220/ENSG00000133612/ENSG00000169860/ENSG00000183454/ENSG00000162188/ENSG00000125744/ENSG00000173621/ENSG00000157087/ENSG00000171189/ENSG00000172020/ENSG00000157193/ENSG00000143473/ENSG00000006116/ENSG00000151025/ENSG00000170579/ENSG00000171208/ENSG00000100678/ENSG00000170324/ENSG00000198576/ENSG00000087586/ENSG00000128011/ENSG00000197177/ENSG00000112186/ENSG00000225968/ENSG00000170236/ENSG00000165246/ENSG00000120088	0.518848077743792
MF	GO:0017046	peptide hormone binding	52	-0.420124649315346	-1.50345295547681	0.0196930765807174	0.310370318261759	0.310370318261759	12332	tags=42%, list=28%, signal=30%	ENSG00000215644/ENSG00000169418/ENSG00000163394/ENSG00000065325/ENSG00000166148/ENSG00000144407/ENSG00000064989/ENSG00000114812/ENSG00000166573/ENSG00000131477/ENSG00000170820/ENSG00000159899/ENSG00000204174/ENSG00000124089/ENSG00000106018/ENSG00000145708/ENSG00000110148/ENSG00000106128/ENSG00000133105/ENSG00000121764/ENSG00000137252/ENSG00000120088	0.352487857583619
BP	GO:0045723	positive regulation of fatty acid biosynthetic process	23	0.5209475978278	1.50311601147447	0.0306125188079135	0.38626339819109	0.38626339819109	9770	tags=48%, list=22%, signal=37%	ENSG00000078401/ENSG00000127129/ENSG00000277494/ENSG00000019582/ENSG00000158715/ENSG00000125538/ENSG00000234906/ENSG00000012660/ENSG00000114166/ENSG00000165175/ENSG00000025434	0.352487857583619
BP	GO:0030099	myeloid cell differentiation	344	0.323495306678127	1.50245012878877	0.000129527679077065	0.0207903988597935	0.0207903988597935	12790	tags=35%, list=29%, signal=25%	ENSG00000100558/ENSG00000136997/ENSG00000123610/ENSG00000145107/ENSG00000006747/ENSG00000159189/ENSG00000216588/ENSG00000162891/ENSG00000163823/ENSG00000159216/ENSG00000128016/ENSG00000137462/ENSG00000274618/ENSG00000204577/ENSG00000095970/ENSG00000115602/ENSG00000113520/ENSG00000174564/ENSG00000204420/ENSG00000105281/ENSG00000180353/ENSG00000016402/ENSG00000158578/ENSG00000163565/ENSG00000091513/ENSG00000278705/ENSG00000184371/ENSG00000110944/ENSG00000152192/ENSG00000164104/ENSG00000182718/ENSG00000186818/ENSG00000108342/ENSG00000066336/ENSG00000185811/ENSG00000164136/ENSG00000064932/ENSG00000019582/ENSG00000107485/ENSG00000138795/ENSG00000145220/ENSG00000125538/ENSG00000033327/ENSG00000087842/ENSG00000126561/ENSG00000183943/ENSG00000181092/ENSG00000172216/ENSG00000150867/ENSG00000120068/ENSG00000162594/ENSG00000130427/ENSG00000053918/ENSG00000171777/ENSG00000204388/ENSG00000254087/ENSG00000276180/ENSG00000204389/ENSG00000112212/ENSG00000163513/ENSG00000101162/ENSG00000188536/ENSG00000132170/ENSG00000168040/ENSG00000112531/ENSG00000276600/ENSG00000143995/ENSG00000147324/ENSG00000104415/ENSG00000182578/ENSG00000137070/ENSG00000168918/ENSG00000185650/ENSG00000090534/ENSG00000196126/ENSG00000109906/ENSG00000168610/ENSG00000128342/ENSG00000069702/ENSG00000151615/ENSG00000185043/ENSG00000125144/ENSG00000158406/ENSG00000100644/ENSG00000100867/ENSG00000096968/ENSG00000003402/ENSG00000197837/ENSG00000111859/ENSG00000182511/ENSG00000125378/ENSG00000197238/ENSG00000164251/ENSG00000064393/ENSG00000175567/ENSG00000137033/ENSG00000125845/ENSG00000100985/ENSG00000012223/ENSG00000181163/ENSG00000161642/ENSG00000104972/ENSG00000014123/ENSG00000143479/ENSG00000070404/ENSG00000135821/ENSG00000125686/ENSG00000270882/ENSG00000270276/ENSG00000100883/ENSG00000185862/ENSG00000100078/ENSG00000242252/ENSG00000100425/ENSG00000083168/ENSG00000166477/ENSG00000126353/ENSG00000143952/ENSG00000103510/ENSG00000162775/ENSG00000100345/ENSG00000277157	0.518848077743792
BP	GO:1903706	regulation of hemopoiesis	370	0.320748033212818	1.50162115479711	0.000150566955847418	0.0216869734109863	0.0216869734109863	10626	tags=28%, list=24%, signal=22%	ENSG00000163501/ENSG00000139193/ENSG00000136997/ENSG00000123610/ENSG00000145107/ENSG00000115085/ENSG00000175097/ENSG00000006747/ENSG00000002933/ENSG00000159189/ENSG00000235568/ENSG00000114013/ENSG00000163823/ENSG00000172322/ENSG00000159216/ENSG00000128016/ENSG00000274618/ENSG00000106565/ENSG00000203710/ENSG00000204577/ENSG00000095970/ENSG00000113520/ENSG00000120337/ENSG00000180353/ENSG00000168421/ENSG00000108604/ENSG00000278705/ENSG00000136634/ENSG00000239732/ENSG00000184371/ENSG00000165702/ENSG00000147168/ENSG00000110944/ENSG00000157227/ENSG00000204287/ENSG00000152192/ENSG00000164104/ENSG00000186818/ENSG00000131724/ENSG00000113916/ENSG00000108342/ENSG00000066336/ENSG00000019582/ENSG00000168961/ENSG00000107485/ENSG00000138795/ENSG00000067955/ENSG00000126561/ENSG00000181092/ENSG00000172216/ENSG00000077238/ENSG00000120068/ENSG00000136518/ENSG00000162594/ENSG00000135046/ENSG00000204388/ENSG00000254087/ENSG00000276180/ENSG00000204389/ENSG00000158714/ENSG00000163513/ENSG00000147889/ENSG00000107738/ENSG00000168040/ENSG00000112531/ENSG00000204264/ENSG00000276600/ENSG00000143995/ENSG00000081059/ENSG00000162711/ENSG00000104332/ENSG00000100219/ENSG00000205220/ENSG00000020633/ENSG00000106588/ENSG00000168918/ENSG00000185650/ENSG00000090534/ENSG00000204305/ENSG00000124253/ENSG00000126804/ENSG00000196126/ENSG00000109906/ENSG00000168610/ENSG00000150782/ENSG00000152518/ENSG00000128342/ENSG00000151615/ENSG00000185043/ENSG00000234745/ENSG00000156983/ENSG00000189403/ENSG00000158406/ENSG00000100644/ENSG00000197272/ENSG00000197837/ENSG00000111859/ENSG00000165819/ENSG00000182511/ENSG00000125378/ENSG00000240065/ENSG00000105639/ENSG00000197238/ENSG00000089692/ENSG00000117586	0.518848077743792
MF	GO:0140457	protein demethylase activity	34	-0.461114665199693	-1.50141181993664	0.0318080692041884	0.393618966018646	0.393618966018646	106	tags=6%, list=0%, signal=6%	ENSG00000183878/ENSG00000012817	0.321775918075361
BP	GO:0010544	negative regulation of platelet activation	17	0.545750406386239	1.50125033999045	0.0344453146126623	0.410367171706951	0.410367171706951	11271	tags=47%, list=26%, signal=35%	ENSG00000140873/ENSG00000180210/ENSG00000010278/ENSG00000178726/ENSG00000164867/ENSG00000134853/ENSG00000139921/ENSG00000185532	0.321775918075361
